"source","stockid","lme","comm_name","species","year","msy_mt","bbmsy","uumsy"
"SAUP","East Brazil Shelf-Sciades proops","East Brazil Shelf","Crucifix sea catfish","Sciades proops",2014,5356.46667514343,1.64160966515204,0.478585753777807
"SAUP","East Brazil Shelf-Scomberomorus brasiliensis","East Brazil Shelf","Serra Spanish mackerel","Scomberomorus brasiliensis",2014,4514.15235716688,1.37726029125612,0.670470516487935
"SAUP","East Brazil Shelf-Scomberomorus cavalla","East Brazil Shelf","King mackerel","Scomberomorus cavalla",2014,1072.17065733548,0.94879600305594,1.73456225799642
"SAUP","East Brazil Shelf-Sphyrna lewini","East Brazil Shelf","Scalloped hammerhead","Sphyrna lewini",2014,265.598754837612,0.660948129006997,0.159109897708459
"SAUP","East Brazil Shelf-Thunnus alalunga","East Brazil Shelf","Albacore","Thunnus alalunga",2014,371.122748583452,1.11437441691358,0.822429907394834
"SAUP","East Brazil Shelf-Thunnus albacares","East Brazil Shelf","Yellowfin tuna","Thunnus albacares",2014,2430.64669906014,1.921149156497,0.492049523111052
"SAUP","East Brazil Shelf-Thunnus obesus","East Brazil Shelf","Bigeye tuna","Thunnus obesus",2014,554.312082129663,1.92719657807236,1.3134354407262
"SAUP","East Brazil Shelf-Trachurus lathami","East Brazil Shelf","Rough scad","Trachurus lathami",2014,916.728742124087,1.14846437852593,0.820940069461599
"SAUP","East Brazil Shelf-Xiphopenaeus kroyeri","East Brazil Shelf","Atlantic seabob","Xiphopenaeus kroyeri",2014,5726.47160270547,1.34736047127398,0.715013346489616
"SAUP","East China Sea-Acanthocybium solandri","East China Sea","Wahoo","Acanthocybium solandri",2014,127.816239183571,0.608082256015085,0.0555556271104968
"SAUP","East China Sea-Acanthopagrus schlegelii","East China Sea","Blackhead seabream","Acanthopagrus schlegelii",2014,3462.70793600977,1.40630016528099,0.657890566054895
"SAUP","East China Sea-Acetes japonicus","East China Sea","Akiami paste shrimp","Acetes japonicus",2014,233363.20040092,1.70722570429216,0.423738691088335
"SAUP","East China Sea-Ammodytes personatus","East China Sea","Pacific sandlance","Ammodytes personatus",2014,10203.7103047021,1.15160664656386,0.663607354527526
"SAUP","East China Sea-Apostichopus japonicus","East China Sea","Japanese sea cucumber","Apostichopus japonicus",2014,1568.78505763791,1.29918871812176,0.902752336324737
"SAUP","East China Sea-Arctoscopus japonicus","East China Sea","Japanese sandfish","Arctoscopus japonicus",2014,1322.98560647978,0.93813382168887,1.10204955424673
"SAUP","East China Sea-Atrobucca nibe","East China Sea","Blackmouth croaker","Atrobucca nibe",2014,2039.92201449531,0.616990520602173,0.390181489935545
"SAUP","East China Sea-Chelidonichthys kumu","East China Sea","Bluefin gurnard","Chelidonichthys kumu",2014,2057.24803396382,0.713584784925175,1.41776452595717
"SAUP","East China Sea-Clupea pallasii pallasii","East China Sea","Pacific herring","Clupea pallasii pallasii",2014,3088.82597826597,1.24715638320769,0.621928346803437
"SAUP","East China Sea-Cololabis saira","East China Sea","Pacific saury","Cololabis saira",2014,366560.213273286,1.89064665586522,0.436225122482931
"SAUP","East China Sea-Conger myriaster","East China Sea","Whitespotted conger","Conger myriaster",2014,18775.1893214262,1.069030259135,0.890839443137921
"SAUP","East China Sea-Coryphaena hippurus","East China Sea","Common dolphinfish","Coryphaena hippurus",2014,9387.77937563662,0.95278225162803,0.708039384623615
"SAUP","East China Sea-Crassostrea gigas","East China Sea","Pacific cupped oyster","Crassostrea gigas",2014,9360.55999213921,1.3181524874579,0.721632973163366
"SAUP","East China Sea-Decapterus maruadsi","East China Sea","Japanese scad","Decapterus maruadsi",2014,NA,NA,NA
"SAUP","East China Sea-Decapterus russelli","East China Sea","Indian scad","Decapterus russelli",2014,270.966279355894,0.448082621652704,0
"SAUP","East China Sea-Engraulis japonicus","East China Sea","Japanese anchovy","Engraulis japonicus",2014,497970.089882547,1.6878061658943,0.492780268252393
"SAUP","East China Sea-Fenneropenaeus chinensis","East China Sea","Fleshy prawn","Fenneropenaeus chinensis",2014,113412.485121861,1.81950725390546,0.391477160926502
"SAUP","East China Sea-Gadus macrocephalus","East China Sea","Pacific cod","Gadus macrocephalus",2014,46943.136986255,1.08518866399234,0.654737565146699
"SAUP","East China Sea-Harpadon nehereus","East China Sea","Bombay duck","Harpadon nehereus",2014,11158.6810212696,1.04516757130794,0.86035433666207
"SAUP","East China Sea-Hyporhamphus sajori","East China Sea","Japanese halfbeak","Hyporhamphus sajori",2014,820.242360795279,0.73729335230531,1.70425897013906
"SAUP","East China Sea-Ibacus ciliatus","East China Sea","Sand Crayfish","Ibacus ciliatus",2014,664.454091471865,0.655264534410336,0.541419915074355
"SAUP","East China Sea-Ilisha elongata","East China Sea","Elongate ilisha","Ilisha elongata",2014,39472.1761918817,1.67860194766815,0.451619656683353
"SAUP","East China Sea-Istiompax indica","East China Sea","Black marlin","Istiompax indica",2014,197.641054484793,0.597975768410454,0.820535374096583
"SAUP","East China Sea-Kajikia audax","East China Sea","Striped marlin","Kajikia audax",2014,463.62646600255,0.656444265860658,0.244354380344327
"SAUP","East China Sea-Katsuwonus pelamis","East China Sea","Skipjack tuna","Katsuwonus pelamis",2014,17066.4678022572,0.832959568158916,0.33972636490467
"SAUP","East China Sea-Konosirus punctatus","East China Sea","Dotted gizzard shad","Konosirus punctatus",2014,NA,NA,NA
"SAUP","East China Sea-Larimichthys crocea","East China Sea","Large yellow croaker","Larimichthys crocea",2014,45850.569918343,1.65896089556507,0.690658629907408
"SAUP","East China Sea-Larimichthys polyactis","East China Sea","Yellow croaker","Larimichthys polyactis",2014,301446.244507617,1.44282225278436,0.572146393784827
"SAUP","East China Sea-Lateolabrax japonicus","East China Sea","Japanese seaperch","Lateolabrax japonicus",2014,8916.25020676869,1.81471277624781,0.374835845525657
"SAUP","East China Sea-Marsupenaeus japonicus","East China Sea","Kuruma prawn","Marsupenaeus japonicus",2014,1817.27988651762,0.760431527175431,0.798286874177037
"SAUP","East China Sea-Megalaspis cordyla","East China Sea","Torpedo scad","Megalaspis cordyla",2014,327.241171823236,0.692433769404715,1.71301946191831
"SAUP","East China Sea-Mene maculata","East China Sea","Moonfish","Mene maculata",2014,NA,NA,NA
"SAUP","East China Sea-Meretrix lusoria","East China Sea","Japanese hard clam","Meretrix lusoria",2014,1485.14518685336,0.621150809610885,0.272562535381333
"SAUP","East China Sea-Metapenaeus joyneri","East China Sea","Shiba shrimp","Metapenaeus joyneri",2014,905.358385511861,0.548507110815184,1.34030931421487
"SAUP","East China Sea-Mizuhopecten yessoensis","East China Sea","Yesso scallop","Mizuhopecten yessoensis",2014,110.084911244697,0.548559111768948,0.715147343175535
"SAUP","East China Sea-Mugil cephalus","East China Sea","Flathead grey mullet","Mugil cephalus",2014,39976.3285452148,1.6974382324997,0.540874031459102
"SAUP","East China Sea-Muraenesox cinereus","East China Sea","Daggertooth pike conger","Muraenesox cinereus",2014,166521.72100103,1.82785608517643,0.4921585718176
"SAUP","East China Sea-Mytilus coruscus","East China Sea","Korean mussel","Mytilus coruscus",2014,2404.59192937127,0.641906599461499,1.46873373872932
"SAUP","East China Sea-Nemipterus virgatus","East China Sea","Golden threadfin bream","Nemipterus virgatus",2014,3495.84562765982,0.697459855061333,0.493336519027387
"SAUP","East China Sea-Nibea mitsukurii","East China Sea","Honnibe croaker","Nibea mitsukurii",2014,1622.17016752548,0.662497248757366,0.030166004666514
"SAUP","East China Sea-Pagrus auratus","East China Sea","Silver seabream","Pagrus auratus",2014,3754.0134777179,0.605029200192195,0.106544909248863
"SAUP","East China Sea-Pagrus major","East China Sea","Red seabream","Pagrus major",2014,8845.10784652461,1.3765645112763,0.752888269999735
"SAUP","East China Sea-Pampus argenteus","East China Sea","Silver pomfret","Pampus argenteus",2014,4184.22532051846,0.625950080995669,0.619549631012007
"SAUP","East China Sea-Panulirus longipes","East China Sea","Longlegged spiny lobster","Panulirus longipes",2014,1336.83132172318,1.18176928094294,0.553893955539992
"SAUP","East China Sea-Paralichthys olivaceus","East China Sea","Bastard halibut","Paralichthys olivaceus",2014,3385.71811048258,1.17336720772784,1.30077252194251
"SAUP","East China Sea-Parastromateus niger","East China Sea","Black pomfret","Parastromateus niger",2014,1468.46608830196,0.69587126019835,0.294775035451638
"SAUP","East China Sea-Penaeus monodon","East China Sea","Giant tiger prawn","Penaeus monodon",2014,148.868262738964,0.584802371584906,0.0961625226375047
"SAUP","East China Sea-Penaeus penicillatus","East China Sea","Redtail prawn","Penaeus penicillatus",2014,920.574106704606,0.611366324389228,0.110529115531707
"SAUP","East China Sea-Pennahia argentata","East China Sea","Silver croaker","Pennahia argentata",2014,160312.685686814,1.73172990832345,0.376604796154136
"SAUP","East China Sea-Platycephalus indicus","East China Sea","Bartail flathead","Platycephalus indicus",2014,4390.63527365111,1.22657246852964,0.526581843088611
"SAUP","East China Sea-Pleurogrammus azonus","East China Sea","Okhostk atka mackerel","Pleurogrammus azonus",2014,3124.24788460445,0.867563194141623,0.736837677950403
"SAUP","East China Sea-Portunus pelagicus","East China Sea","Blue swimming crab","Portunus pelagicus",2014,28642.2114891597,1.79344709633016,0.434504740621089
"SAUP","East China Sea-Portunus trituberculatus","East China Sea","Gazami crab","Portunus trituberculatus",2014,191663.217440555,1.78715081100281,0.495484179286039
"SAUP","East China Sea-Priacanthus macracanthus","East China Sea","Red bigeye","Priacanthus macracanthus",2014,2355.7763144186,0.66295445859229,0.68666088745446
"SAUP","East China Sea-Psenopsis anomala","East China Sea","Pacific rudderfish","Psenopsis anomala",2014,26135.3075492115,0.824050837216752,0.524419640464078
"SAUP","East China Sea-Ruditapes philippinarum","East China Sea","Japanese carpet shell","Ruditapes philippinarum",2014,7857.26733911835,1.11468726303038,1.0748791441944
"SAUP","East China Sea-Ruvettus pretiosus","East China Sea","Oilfish","Ruvettus pretiosus",2014,6661.43466190427,1.02034152080981,0.818813851216217
"SAUP","East China Sea-Sardinella zunasi","East China Sea","Japanese sardinella","Sardinella zunasi",2014,NA,NA,NA
"SAUP","East China Sea-Sardinops sagax","East China Sea","Pacific sardine","Sardinops sagax",2014,46607.6671706658,0.689115418498982,1.24650186273035
"SAUP","East China Sea-Saurida tumbil","East China Sea","Greater lizardfish","Saurida tumbil",2014,2290.96827055794,0.651025790061034,0.207609587863271
"SAUP","East China Sea-Scomber japonicus","East China Sea","Chub mackerel","Scomber japonicus",2014,195920.056826716,1.91909959231031,0.431411883493314
"SAUP","East China Sea-Scomberomorus commerson","East China Sea","Narrowbarred Spanish mackerel","Scomberomorus commerson",2014,1289.01797286468,0.726333083209089,0.968048372869129
"SAUP","East China Sea-Scomberomorus guttatus","East China Sea","Indo-Pacific king mackerel","Scomberomorus guttatus",2014,2698.13254391934,0.836399126918914,0.676624720199501
"SAUP","East China Sea-Scomberomorus niphonius","East China Sea","Japanese Spanish mackerel","Scomberomorus niphonius",2014,45919.3487419859,1.42604856786316,0.550594557761148
"SAUP","East China Sea-Scylla serrata","East China Sea","Indo-Pacific swamp crab","Scylla serrata",2014,316.262704961766,0.54160492349277,0.053250665029176
"SAUP","East China Sea-Seriola lalandi","East China Sea","Yellowtail amberjack","Seriola lalandi",2014,10184.5392877556,1.89779516839239,0.380357509221978
"SAUP","East China Sea-Spratelloides gracilis","East China Sea","Silverstriped round herring","Spratelloides gracilis",2014,NA,NA,NA
"SAUP","East China Sea-Stephanolepis cirrhifer","East China Sea","Thread-sail filefish","Stephanolepis cirrhifer",2014,32622.8023574463,0.781836325012929,0.126162880555634
"SAUP","East China Sea-Tegillarca granosa","East China Sea","Granular ark","Tegillarca granosa",2014,876.316486679326,0.706248109288547,0.110189407356383
"SAUP","East China Sea-Gadus chalcogrammus","East China Sea","Alaska pollock","Gadus chalcogrammus",2014,1744.84045446167,0.721574105117283,0.509016583112294
"SAUP","East China Sea-Thunnus alalunga","East China Sea","Albacore","Thunnus alalunga",2014,890.348293407341,0.85359214628891,0.714216840612632
"SAUP","East China Sea-Thunnus albacares","East China Sea","Yellowfin tuna","Thunnus albacares",2014,6190.39062765664,1.05926544522912,0.677052713246153
"SAUP","East China Sea-Thunnus obesus","East China Sea","Bigeye tuna","Thunnus obesus",2014,3258.32165902852,0.699237140660885,0.0845618554002555
"SAUP","East China Sea-Thunnus orientalis","East China Sea","Pacific bluefin tuna","Thunnus orientalis",2014,1093.1702949891,0.878244745888134,1.22992009786962
"SAUP","East China Sea-Todarodes pacificus","East China Sea","Japanese flying squid","Todarodes pacificus",2014,41566.9034347099,0.746546794287025,1.67283678839542
"SAUP","East China Sea-Trachurus japonicus","East China Sea","Japanese jack mackerel","Trachurus japonicus",2014,4155.58741940279,0.654952357007252,0
"SAUP","East China Sea-Trachysalambria curvirostris","East China Sea","Southern rough shrimp","Trachysalambria curvirostris",2014,115717.724762326,1.62004027016916,0.608051258877769
"SAUP","East China Sea-Trichiurus lepturus","East China Sea","Largehead hairtail","Trichiurus lepturus",2014,625460.1342719,1.77894248235703,0.417159005748408
"SAUP","East China Sea-Turbo cornutus","East China Sea","Horned turban","Turbo cornutus",2014,14034.3684221454,0.972303842216651,0.692918431575067
"SAUP","East Central Australian Shelf-Arripis trutta","East Central Australian Shelf","Australian salmon","Arripis trutta",2014,674.35923889058,0.991606786014566,0.469854647067835
"SAUP","East Central Australian Shelf-Beryx splendens","East Central Australian Shelf","Splendid alfonsino","Beryx splendens",2014,305.530030507717,0.649969609041859,0.13697959414494
"SAUP","East Central Australian Shelf-Centroberyx affinis","East Central Australian Shelf","Redfish","Centroberyx affinis",2014,2167.55191478918,0.871000953682032,0.354621498877757
"SAUP","East Central Australian Shelf-Genypterus blacodes","East Central Australian Shelf","Pink cusk-eel","Genypterus blacodes",2014,349.943227502259,0.729622084841764,0.575241927104026
"SAUP","East Central Australian Shelf-Katsuwonus pelamis","East Central Australian Shelf","Skipjack tuna","Katsuwonus pelamis",2014,210.07156575432,0.700898951210219,3.37163507489397
"SAUP","East Central Australian Shelf-Macruronus novaezelandiae","East Central Australian Shelf","Blue grenadier","Macruronus novaezelandiae",2014,984.994156913841,0.661558097563991,0.0823416411706228
"SAUP","East Central Australian Shelf-Mugil cephalus","East Central Australian Shelf","Flathead grey mullet","Mugil cephalus",2014,NA,NA,NA
"SAUP","East Central Australian Shelf-Nemadactylus macropterus","East Central Australian Shelf","Tarakihi","Nemadactylus macropterus",2014,933.759105017814,0.771209654647174,0.0662831226109091
"SAUP","East Central Australian Shelf-Pseudocaranx dentex","East Central Australian Shelf","White trevally","Pseudocaranx dentex",2014,646.7956218312,0.867120410552158,0.340251701801984
"SAUP","East Central Australian Shelf-Pseudocyttus maculatus","East Central Australian Shelf","Smooth oreo dory","Pseudocyttus maculatus",2014,124.395498254462,0.691993450194619,0.409541094847677
"SAUP","East Central Australian Shelf-Rexea solandri","East Central Australian Shelf","Silver gemfish","Rexea solandri",2014,762.018585593294,0.722174529498506,0.0682176981657985
"SAUP","East Central Australian Shelf-Sardinops sagax","East Central Australian Shelf","Pacific sardine","Sardinops sagax",2014,1015.34240183985,1.07889984454337,0.75121672028598
"SAUP","East Central Australian Shelf-Scomber australasicus","East Central Australian Shelf","Blue mackerel","Scomber australasicus",2014,1171.45832240112,1.12456928995016,0.633103610971856
"SAUP","East Central Australian Shelf-Thunnus alalunga","East Central Australian Shelf","Albacore","Thunnus alalunga",2014,712.380277287557,0.875189793207556,0.439096448597152
"SAUP","East Central Australian Shelf-Thunnus albacares","East Central Australian Shelf","Yellowfin tuna","Thunnus albacares",2014,1361.15301137424,1.14525215545932,0.584347580723804
"SAUP","East Central Australian Shelf-Thunnus maccoyii","East Central Australian Shelf","Southern bluefin tuna","Thunnus maccoyii",2014,564.431541967318,0.863004173928502,0.172541296470981
"SAUP","East Central Australian Shelf-Trachurus declivis","East Central Australian Shelf","Greenback horse mackerel","Trachurus declivis",2014,1406.86244266421,0.691744713544309,0.0741211382633651
"SAUP","East Central Australian Shelf-Xiphias gladius","East Central Australian Shelf","Swordfish","Xiphias gladius",2014,758.234113913942,0.913826559273752,0.635698944223855
"SAUP","East Central Australian Shelf-Zeus faber","East Central Australian Shelf","John dory","Zeus faber",2014,206.341168217031,0.604149738492453,0.325856801586139
"SAUP","Faroe Plateau-Aequipecten opercularis","Faroe Plateau","Queen scallop","Aequipecten opercularis",2014,4499.46402253867,1.33976396682507,0.898275147455264
"SAUP","Faroe Plateau-Aphanopus carbo","Faroe Plateau","Black scabbardfish","Aphanopus carbo",2014,803.192944478102,1.19545268102505,0.794871610051753
"SAUP","Faroe Plateau-Brosme brosme","Faroe Plateau","Tusk","Brosme brosme",2014,3288.61563998915,1.05543368233282,0.601769228023252
"SAUP","Faroe Plateau-Coryphaenoides rupestris","Faroe Plateau","Roundnose grenadier","Coryphaenoides rupestris",2014,196.448970076479,0.911075026680972,0.215506436594002
"SAUP","Faroe Plateau-Gadus morhua","Faroe Plateau","Atlantic cod","Gadus morhua",2014,1923.18826987107,0.61632940548816,0.380293031977112
"SAUP","Faroe Plateau-Hippoglossus hippoglossus","Faroe Plateau","Atlantic halibut","Hippoglossus hippoglossus",2014,529.178912215623,0.684558284380431,0.253965584092205
"SAUP","Faroe Plateau-Lophius piscatorius","Faroe Plateau","Angler","Lophius piscatorius",2014,2204.60754216904,0.723770584658239,0.481941275119748
"SAUP","Faroe Plateau-Macrourus berglax","Faroe Plateau","Roughhead grenadier","Macrourus berglax",2014,361.30843656357,0.716671936981372,0
"SAUP","Faroe Plateau-Melanogrammus aeglefinus","Faroe Plateau","Haddock","Melanogrammus aeglefinus",2014,658.680133670109,0.797454039022209,0.455121665519077
"SAUP","Faroe Plateau-Merlangius merlangus","Faroe Plateau","Whiting","Merlangius merlangus",2014,1071.57168274595,0.856281642925351,0.313873482249339
"SAUP","Faroe Plateau-Micromesistius poutassou","Faroe Plateau","Blue whiting","Micromesistius poutassou",2014,266454.887826009,1.69516674647321,0.735466868332594
"SAUP","Faroe Plateau-Microstomus kitt","Faroe Plateau","Lemon sole","Microstomus kitt",2014,615.236331705424,0.780020901963922,0.193791504352517
"SAUP","Faroe Plateau-Molva dypterygia","Faroe Plateau","Blue ling","Molva dypterygia",2014,2441.54718525571,0.785064282758843,0.342182950157729
"SAUP","Faroe Plateau-Molva molva","Faroe Plateau","Ling","Molva molva",2014,5145.73531082198,1.64381119817965,0.7229134439906
"SAUP","Faroe Plateau-Reinhardtius hippoglossoides","Faroe Plateau","Greenland halibut","Reinhardtius hippoglossoides",2014,2324.1976972428,1.32306340568813,0.914200627771933
"SAUP","Faroe Plateau-Scomber scombrus","Faroe Plateau","Atlantic mackerel","Scomber scombrus",2014,12829.7059699767,0.920744017718809,0.658701627416474
"SAUP","Faroe Plateau-Sebastes norvegicus","Faroe Plateau","Golden redfish","Sebastes norvegicus",2014,3212.7431053852,0.822931172593166,0.00133088032337211
"SAUP","Faroe Plateau-Squalus acanthias","Faroe Plateau","Piked dogfish","Squalus acanthias",2014,133.412390001924,0.758523829810976,0
"SAUP","Faroe Plateau-Trachurus trachurus","Faroe Plateau","Atlantic horse mackerel","Trachurus trachurus",2014,268.516317442904,0.57316350099662,0.136448914662064
"SAUP","Faroe Plateau-Trisopterus esmarkii","Faroe Plateau","Norway pout","Trisopterus esmarkii",2014,3491.22236442282,0.679834121912912,0.520998593165841
"SAUP","Greenland Sea-Anarhichas lupus","Greenland Sea","Atlantic wolffish","Anarhichas lupus",2014,143.025486801164,0.736021055630938,0.0284982099822222
"SAUP","Greenland Sea-Brosme brosme","Greenland Sea","Tusk","Brosme brosme",2014,57.5588577637346,0.752696041473952,0
"SAUP","Greenland Sea-Coryphaenoides rupestris","Greenland Sea","Roundnose grenadier","Coryphaenoides rupestris",2014,306.876975172877,0.578052206423256,0.364646578668091
"SAUP","Greenland Sea-Gadus morhua","Greenland Sea","Atlantic cod","Gadus morhua",2014,23856.2565564541,1.03126615453974,0.785681396127524
"SAUP","Greenland Sea-Mallotus villosus","Greenland Sea","Capelin","Mallotus villosus",2014,48081.3007539375,0.765014858979568,0.000162980578347681
"SAUP","Greenland Sea-Melanogrammus aeglefinus","Greenland Sea","Haddock","Melanogrammus aeglefinus",2014,1482.75139034425,1.95878371432813,0.845702251882991
"SAUP","Greenland Sea-Micromesistius poutassou","Greenland Sea","Blue whiting","Micromesistius poutassou",2014,5476.16362575905,0.814751738641827,0.258611053128808
"SAUP","Greenland Sea-Molva dypterygia","Greenland Sea","Blue ling","Molva dypterygia",2014,366.714670250187,0.782453018090426,2.26890895561515
"SAUP","Greenland Sea-Pandalus borealis","Greenland Sea","Northern prawn","Pandalus borealis",2014,4236.36644252099,0.633410439077267,0.617232124392019
"SAUP","Greenland Sea-Reinhardtius hippoglossoides","Greenland Sea","Greenland halibut","Reinhardtius hippoglossoides",2014,8983.3088916457,1.2848353213907,0.912298832078622
"SAUP","Greenland Sea-Sebastes mentella","Greenland Sea","Beaked redfish","Sebastes mentella",2014,18296.3349332537,1.01080980790677,1.02172161063771
"SAUP","Greenland Sea-Sebastes norvegicus","Greenland Sea","Golden redfish","Sebastes norvegicus",2014,508.802455677369,0.777494427342479,0.0813667534317037
"SAUP","Guinea Current-Alectis alexandrina","Guinea Current","Alexandria pompano","Alectis alexandrina",2014,4453.30628224184,1.52095717555388,0.601825708602037
"SAUP","Guinea Current-Argyrosomus regius","Guinea Current","Meagre","Argyrosomus regius",2014,4427.48730605131,1.32115649327202,0.554668534626335
"SAUP","Guinea Current-Auxis rochei","Guinea Current","Bullet tuna","Auxis rochei",2014,3418.04837500116,0.697057729481016,1.42268008175318
"SAUP","Guinea Current-Auxis thazard","Guinea Current","Frigate tuna","Auxis thazard",2014,6282.64743895187,1.20039549663853,0.430602890913414
"SAUP","Guinea Current-Brachydeuterus auritus","Guinea Current","Bigeye grunt","Brachydeuterus auritus",2014,68147.846135996,1.54242100653868,0.520728879898092
"SAUP","Guinea Current-Brama brama","Guinea Current","Atlantic pomfret","Brama brama",2014,586.107682779315,1.42403027810007,1.01533447624216
"SAUP","Guinea Current-Caranx hippos","Guinea Current","Crevalle jack","Caranx hippos",2014,17029.2032149774,1.82757630514213,0.458953112503352
"SAUP","Guinea Current-Caranx rhonchus","Guinea Current","False scad","Caranx rhonchus",2014,2384.39097781524,0.789973696813756,1.34331620417589
"SAUP","Guinea Current-Chloroscombrus chrysurus","Guinea Current","Atlantic bumper","Chloroscombrus chrysurus",2014,31813.4585986757,1.40508746048659,0.717561036548499
"SAUP","Guinea Current-Dentex angolensis","Guinea Current","Angola dentex","Dentex angolensis",2014,1667.5493142345,0.819180733591139,0.249629532463939
"SAUP","Guinea Current-Dentex congoensis","Guinea Current","Congo dentex","Dentex congoensis",2014,303.169087277284,0.512047098261207,0.225461929151523
"SAUP","Guinea Current-Dentex macrophthalmus","Guinea Current","Largeeye dentex","Dentex macrophthalmus",2014,571.593334831626,0.620616575810505,1.00863228872519
"SAUP","Guinea Current-Elops lacerta","Guinea Current","West African ladyfish","Elops lacerta",2014,5618.03548846629,1.53284056379005,0.537352226788437
"SAUP","Guinea Current-Engraulis encrasicolus","Guinea Current","European anchovy","Engraulis encrasicolus",2014,134392.266532552,0.911394839693976,0.375197220366004
"SAUP","Guinea Current-Epinephelus aeneus","Guinea Current","White grouper","Epinephelus aeneus",2014,1703.7439249739,1.93279970172147,1.32838010932118
"SAUP","Guinea Current-Ethmalosa fimbriata","Guinea Current","Bonga shad","Ethmalosa fimbriata",2014,625222.950528104,1.91191715795979,0.331454472155954
"SAUP","Guinea Current-Euthynnus alletteratus","Guinea Current","Little tunny","Euthynnus alletteratus",2014,4893.39138976321,0.975776311050267,0.834246960557571
"SAUP","Guinea Current-Farfantepenaeus notialis","Guinea Current","Southern pink shrimp","Farfantepenaeus notialis",2014,8214.83528113233,0.942280701180755,1.39606914050481
"SAUP","Guinea Current-Galeoides decadactylus","Guinea Current","Lesser African threadfin","Galeoides decadactylus",2014,50196.4716816461,1.56523663578354,0.610251055179176
"SAUP","Guinea Current-Ilisha africana","Guinea Current","West African ilisha","Ilisha africana",2014,21752.6023362947,1.48488533337644,0.537511384559027
"SAUP","Guinea Current-Istiophorus albicans","Guinea Current","Atlantic sailfish","Istiophorus albicans",2014,921.843365976728,0.765998658111811,1.4681583769624
"SAUP","Guinea Current-Kajikia albida","Guinea Current","Atlantic white marlin","Kajikia albida",2014,132.456695629256,0.737950440975046,0.608703147636857
"SAUP","Guinea Current-Katsuwonus pelamis","Guinea Current","Skipjack tuna","Katsuwonus pelamis",2014,82052.6809007052,1.53806502507491,0.411716707699923
"SAUP","Guinea Current-Makaira nigricans","Guinea Current","Blue marlin","Makaira nigricans",2014,778.444244750594,0.780918895058805,0.643762035667438
"SAUP","Guinea Current-Merluccius polli","Guinea Current","Benguela hake","Merluccius polli",2014,3110.21295548016,1.79070059754021,0.516139565919116
"SAUP","Guinea Current-Octopus vulgaris","Guinea Current","Common octopus","Octopus vulgaris",2014,3649.48890646048,0.600081245395076,0.0876733842190918
"SAUP","Guinea Current-Pagellus bellottii","Guinea Current","Red pandora","Pagellus bellottii",2014,7449.89111552657,1.15054231276169,0.635842806887232
"SAUP","Guinea Current-Parapenaeus longirostris","Guinea Current","Deepwater rose shrimp","Parapenaeus longirostris",2014,4394.52845395433,0.785466658385216,0.552681306387665
"SAUP","Guinea Current-Pentanemus quinquarius","Guinea Current","Royal threadfin","Pentanemus quinquarius",2014,6944.93576117766,1.70437264967093,0.435152498749208
"SAUP","Guinea Current-Plectorhinchus mediterraneus","Guinea Current","Rubberlip grunt","Plectorhinchus mediterraneus",2014,878.449971843079,0.798280882100062,0.532087709944922
"SAUP","Guinea Current-Polydactylus quadrifilis","Guinea Current","Giant African threadfin","Polydactylus quadrifilis",2014,48182.9539586909,1.8982168632399,0.344341607657802
"SAUP","Guinea Current-Pomadasys jubelini","Guinea Current","Sompat grunt","Pomadasys jubelini",2014,3671.17366640079,1.11408281333145,1.02361006763551
"SAUP","Guinea Current-Pomatomus saltatrix","Guinea Current","Bluefish","Pomatomus saltatrix",2014,236.008105645478,0.607902126925571,0.22664931677168
"SAUP","Guinea Current-Prionace glauca","Guinea Current","Blue shark","Prionace glauca",2014,5341.6665688767,1.72767627213767,1.31570463240536
"SAUP","Guinea Current-Pseudotolithus elongatus","Guinea Current","Bobo croaker","Pseudotolithus elongatus",2014,53228.2140349392,1.80690781156209,0.389779674498408
"SAUP","Guinea Current-Pseudotolithus senegalensis","Guinea Current","Cassava croaker","Pseudotolithus senegalensis",2014,6706.22047761489,1.25324251888701,0.708353912711579
"SAUP","Guinea Current-Pseudotolithus senegallus","Guinea Current","Law croaker","Pseudotolithus senegallus",2014,4428.65747811672,1.8672656289535,0.465466673574873
"SAUP","Guinea Current-Pseudotolithus typus","Guinea Current","Longneck croaker","Pseudotolithus typus",2014,6148.22019064337,1.1576967414223,0.473341851207905
"SAUP","Guinea Current-Pseudupeneus prayensis","Guinea Current","West African goatfish","Pseudupeneus prayensis",2014,4522.41936573911,1.38564713015979,0.683195873170388
"SAUP","Guinea Current-Pteroscion peli","Guinea Current","Boe drum","Pteroscion peli",2014,23442.4583054147,1.76001559072736,0.433792377663905
"SAUP","Guinea Current-Rachycentron canadum","Guinea Current","Cobia","Rachycentron canadum",2014,28897.6188829303,1.63715195397774,0.584017331215689
"SAUP","Guinea Current-Sarda sarda","Guinea Current","Atlantic bonito","Sarda sarda",2014,20788.99297372,1.76707397031266,0.387060277227948
"SAUP","Guinea Current-Sardinella aurita","Guinea Current","Round sardinella","Sardinella aurita",2014,NA,NA,NA
"SAUP","Guinea Current-Sardinella maderensis","Guinea Current","Madeiran sardinella","Sardinella maderensis",2014,30684.2461485118,1.14036236016436,1.23666568096626
"SAUP","Guinea Current-Scomberomorus tritor","Guinea Current","West African Spanish mackerel","Scomberomorus tritor",2014,4254.94603358867,1.24810920935921,0.542485143052352
