"stockid","stocklong","country","region","lme","area","areaid","species","comm_name","year","msy_mt","bmsy_mt","umsy","bbmsy","uumsy","biomass_mt","catch_mt","er","r_est","k_mt_est","msy_mt_est"
"HMACKIXa","Horse mackerel Portugese Waters -East","multinational","European Union","Iberian Coastal","Portugese Waters -East","multinational-ICES-IXa","Trachurus trachurus","Horse mackerel",2014,49332.49737,217741.109,0.167255686,2.90055248618785,0.422727272727273,576637.977489205,29000,0.0502915193450693,0.2007068232,541809.55634688,36418.4385561958
"HMACKWA","Horse mackerel West Africa","multinational","West Africa","Canary Current","West Africa","multinational-FAO-WA","Trachurus trachurus","Horse mackerel",2010,97254.46001,169816.99,0.572701589,0.900969920618661,2.32258064516129,153000,110000,0.718954248366013,0.6872419068,422559.0125568,97254.4600121971
"HOKIENZ","Hoki Eastern New Zealand","New Zealand","New Zealand","New Zealand Shelf","Eastern New Zealand","New Zealand-MFish-ENZ","Macruronus novaezelandiae","Hoki",2014,73100,252068.9655,0.29,1.56118257607524,0.29,319151.176684491,56200,0.176092097117845,0.348,627228.24823296,73099.999995
"HOKIWNZ","Hoki Western New Zealand","New Zealand","New Zealand","New Zealand Shelf","Western New Zealand","New Zealand-MFish-WNZ","Macruronus novaezelandiae","Hoki",2014,119800,479200,0.25,1.13989516839449,0.548,405483.859228859,90100,0.222203665939627,0.3,1192402.944,119800
"JAMBERJPN","Japanese amberjack Japan","Japan","Japan","Kuroshio Current","Japan","Japan-FAJ-JPN","Seriola quinqueradiata","Japanese amberjack",2013,134880.3277,615891.9073,0.219,0.335920093007876,2.05013512254217,294000,132000,0.448979591836735,0.2628,1532536.15077274,134880.3276987
"JANCHOPJPN","Japanese anchovy Pacific Coast of Japan","Japan","Japan","Kuroshio Current","Pacific Coast of Japan","Japan-FAJ-PJPN","Engraulis japonicus","Japanese anchovy",2013,265609.5972,590243.5493,0.45,1.1690314530682,0.551111111111111,625000,155000,0.248,0.54,1468714.82859418,265609.597185
"JANCHOSETO","Japanese anchovy Inland Sea of Japan","Japan","Japan","Kuroshio Current","Inland Sea of Japan","Japan-FAJ-SETO","Engraulis japonicus","Japanese anchovy",2013,69571.404,187524,0.371,1.37049124378746,0.747794896535811,257000,71300,0.277431906614786,0.4452,466619.71968,69571.404
"JANCHOTSST","Japanese anchovy Tsushima Strait","Japan","Japan","East China Sea","Tsushima Strait","Japan-FAJ-TSST","Engraulis japonicus","Japanese anchovy",2013,149715.1118,402459.978,0.372,0.210956770089576,1.31270127176464,98500,48100,0.488324873096447,0.4464,1001449.21245696,149715.111816
"JCSQUIDJPNAR","Japanese flying squid Japan Autumn recruitment","Japan","Japan","Kuroshio Current","Japan Autumn recruitment","Japan-FAJ-JPNAR","Todarodes pacificus","Japanese flying squid",2014,300926.458,674723,0.446,3.48291076486202,0.224215246636771,2350000,235000,0.1,0.5352,1678926.73536,300926.458
"JCSQUIDJPNWR","Japanese flying squid Japan Winter recruitment","Japan","Japan","Kuroshio Current","Japan Winter recruitment","Japan-FAJ-JPNWR","Todarodes pacificus","Japanese flying squid",2014,222668.703,485117,0.459,1.69649795822451,0.537382497213817,823000,203000,0.246658566221142,0.5508,1207126.33344,222668.703
"JMACKPJPN","Japanese jack mackerel Pacific Coast of Japan","Japan","Japan","Kuroshio Current","Pacific Coast of Japan","Japan-FAJ-PJPN","Trachurus japonicus","Japanese jack mackerel",2013,70940.57896,208036.8884,0.341,0.246140651801029,1.32468766648588,61100,27600,0.451718494271686,0.4092,517662.350143488,70940.5789444
"JMACKTSST","Japanese jack mackerel Tsushima Strait","Japan","Japan","East China Sea","Tsushima Strait","Japan-FAJ-TSST","Trachurus japonicus","Japanese jack mackerel",2013,175541.5181,528739.5123,0.332,0.688224176185389,0.821467688937569,440000,120000,0.272727272727273,0.3984,1315673.10324634,175541.5180836
"JPUFFIMKB","Japanese pufferfish Ise and Mikawa Bay","Japan","Japan","Kuroshio Current","Ise and Mikawa Bay","Japan-FAJ-IMKB","Takifugu rubripes","Japanese pufferfish",2013,133.7354381,470.8994299,0.284,0.149603174603175,1.78457106274008,132,66.9,0.506818181818182,0.3408,1171.74846940877,133.7354380916
"JPUFFSOJECSSI","Japanese pufferfish Sea of Japan and East China Sea and Seto Inland sea","Japan","Japan","Sea of Japan","Sea of Japan and East China Sea and Seto Inland sea","Japan-FAJ-SOJECSSI","Takifugu rubripes","Japanese pufferfish",2013,257.5122692,1119.618562,0.23,0.73731884057971,1.31116588870824,829,250,0.301568154402895,0.276,2785.96926019584,257.51226926
"KCROCKNPAC","Kichiji rockfish North Pacific","Japan","Japan","Kuroshio Current","North Pacific","Japan-FAJ-NPAC","Sebastolobus macrochir","Kichiji rockfish",2013,743.568,4426,0.168,1.46181653863534,0.366158828291749,6470,398,0.0615146831530139,0.2016,11013.30432,743.568
"KELPGREENLINGORECOAST","Kelp greenling Oregon Coast","USA","US West Coast","California Current","Oregon Coast","USA-NMFS-ORECOAST","Hexagrammos decagrammus","Kelp greenling",2014,130,598.1345712,0.217342395,2.23551637279597,NA,1130,33.4,0.0295575221238938,0.260810874,1488.35021620838,130.000000236906
"KINGKLIPSA","Kingklip South Africa","South Africa","South Africa","Agulhas Current","South Africa","South Africa-DETMCM-SA","Genypterus capensis","Kingklip",2012,5855,87130.33995,0.067325724,1.29690759917665,0.462682621547094,113000,3520,0.0311504424778761,0.0807908688,216808.167504384,5866.11321949987
"KMFLOUNBSAI","Kamchatka flounder Bering Sea and Aleutian Islands","USA","US Alaska","East Bering Sea","Bering Sea and Aleutian Islands","USA-NMFS-BSAI","Atheresthes evermanni","Kamchatka flounder",2014,7870.732589,113302.9999,0.069466233,1.29310344827586,0.553540609469654,168000,6460,0.038452380952381,0.0833594796,281934.120711168,7870.73259065238
"LINGCODNPCOAST","Lingcod Northern Pacific Coast","USA","US West Coast","California Current","Northern Pacific Coast","USA-NMFS-NPCOAST","Ophiodon elongatus","Lingcod",2008,1734,12385.71429,0.14,1.42,0.252857142857143,29800,350,0.011744966442953,0.168,30819.6205820928,1734.0000006
"LINGCODSPCOAST","Lingcod Southern Pacific Coast","USA","US West Coast","California Current","Southern Pacific Coast","USA-NMFS-SPCOAST","Ophiodon elongatus","Lingcod",2008,1678,16291.26214,0.103,2.88592896174863,0.0932038834951456,27200,171,0.00628676470588235,0.1236,40537.8734082048,1678.00000042
"LISQUIDATLC","Longfin inshore squid Atlantic Coast","USA","US Southeast and Gulf","Northeast U.S. Continental Shelf","Atlantic Coast","USA-NMFS-ATLC","Doryteuthis pealeii","Longfin inshore squid",2009,16171.22329,42405,0.381351805,0.938568565027709,0.6298672298801,39800,9560,0.240201005025126,0.457622166,105517.2096,16171.223291025
"LNOSESKAPCOAST","Longnose skate Pacific Coast","USA","US West Coast","California Current","Pacific Coast","USA-NMFS-PCOAST","Beringraja rhina","Longnose skate",2007,1268,46962.96296,0.027,1.76313785224676,0.8,71200,899,0.012626404494382,0.0324,116858.879992627,1267.99999992
"LSTHORNHPCOAST","Longspine thornyhead Pacific Coast","USA","US West Coast","California Current","Pacific Coast","USA-NMFS-PCOAST","Sebastolobus altivelis","Longspine thornyhead",2012,2529,36128.57143,0.07,2.18950259383583,0.142857142857143,68300,871,0.0127525622254758,0.084,89899.4468606976,2529.0000001
"MACKNEICES","Mackerel ICES Northeast Atlantic","multinational","European Union","Iceland Shelf and Sea","ICES Northeast Atlantic","multinational-ICES-IIa-IIIabd-IV-Vb-VI-VII-VIIIabcde-XII-XIV-Ixa","Scomber scombrus","Mackerel",2014,726365.3194,4037320.044,0.211993755,1.55642023346304,1.60952380952381,4920000,1390000,0.282520325203252,0.254392506,10046144.2118861,855886.636264325
"MACKNWATLSA3-4","Mackerel Northwest Atlantic (NAFO Subareas 3 and 4)","Canada","Canada East Coast","Labrador - Newfoundland","Northwest Atlantic (NAFO Subareas 3 and 4)","Canada-DFO-NWATLSA3-4","Scomber scombrus","Mackerel",2013,35101.16867,230625.9476,0.152199564,0.0581027422952473,3.64309592858163,13400,7430,0.554477611940299,0.1826394768,573871.157932032,35101.1686718069
"MEGSPPVIb","Megrim spp Rockall Bank","multinational","European Union","Celtic-Biscay Shelf","Rockall Bank","multinational-ICES-VIb","Lepidorhombus spp","Megrim spp",2014,1988.831525,4605.402854,0.43184746,2.29698614786037,0.36,10578.5465620551,343,0.0324241140300247,0.518216952,11459.7160296653,1988.83152477665
"MENATGM","Gulf menhaden Gulf of Mexico","USA","US Southeast and Gulf","Gulf of Mexico","Gulf of Mexico","USA-NMFS-GM","Brevoortia patronus","Gulf menhaden",2011,844066.8051,1048972.987,0.804660192,1.81502561458128,0.096,3400000,613830,0.180538235294118,0.9655922304,2610180.46301184,844066.805122234
"MENATLAN","Atlantic menhaden Atlantic","USA","US East Coast","Northeast U.S. Continental Shelf","Atlantic","USA-NMFS-ATL","Brevoortia tyrannus","Atlantic menhaden",2014,330924.2015,1544706.512,0.214231117,0.9678391959799,0.47875,1190000,131000,0.110084033613445,0.2570773404,3843724.10793984,330924.201502934
"MHMACKMEDGSA29","Mediterranean horse mackerel Black Sea","multinational","Mediterranean-Black Sea","Black Sea","Black Sea","multinational-GFCM-GSA29","Trachurus mediterraneus","Mediterranean horse mackerel",2014,19690.11288,71819.42761,0.274161373,0.761351397990659,5.44444444444444,54679.8216110445,12400,0.226774697404927,0.3289936476,178709.718110515,19690.1128816317
"MONKGOMNGB","Monkfish Gulf of Maine / Northern Georges Bank","USA","US East Coast","Northeast U.S. Continental Shelf","Gulf of Maine / Northern Georges Bank","USA-NMFS-GOMNGB","Lophius americanus","Monkfish",2011,9383,46074,0.203650649,1.31310500499197,0.22806841632881,60500,2810,0.0464462809917355,0.2443807788,114646.85568,9383.000002026
"MONKSGBMATL","Monkfish Southern Georges Bank / Mid-Atlantic","USA","US East Coast","Northeast U.S. Continental Shelf","Southern Georges Bank / Mid-Atlantic","USA-NMFS-SGBMATL","Lophius americanus","Monkfish",2011,14328,71667,0.199924652,1.54883000544184,0.385280286567974,111000,8550,0.077027027027027,0.2399095824,178330.42944,14328.000034884
"MORWONGESE","Jackass morwong Eastern half of Southeast Australia","Australia","Australia","Southeast Australian Shelf","Eastern half of Southeast Australia","Australia-AFMA-ESE","Nemadactylus macropterus","Jackass morwong",2014,410.5118522,2600.736983,0.157844432,0.827788469808718,3.95836281098215,2598.81,179.78,0.0691778160004002,0.1894133184,6471.46584953856,410.511851863029
"MORWONGWSE","Jackass morwong Western half of Southeast Australia","Australia","Australia","Southeast Australian Shelf","Western half of Southeast Australia","Australia-AFMA-WSE","Nemadactylus macropterus","Jackass morwong",2014,180.4178582,1015.182734,0.177719589,1.68546614353165,0.030906782786932,1924.7,12.7868,0.00664352886164077,0.2132635068,2526.09950066688,180.417858246376
"MULLQNSW","Sea mullet Queensland and New South Wales","Australia","Australia","East Central Australian Shelf","Queensland and New South Wales","Australia-DPIF-QNSW","Mugil cephalus","Sea mullet",2003,8552.793551,23722.62468,0.36053319,1.4838155758404,0.343935047977136,35200,4220,0.119886363636364,0.432639828,59029.4814437376,8552.79355105313
"MUTSNAPSATLCGM","Mutton snapper Southern Atlantic coast and Gulf of Mexico","USA","US Southeast and Gulf","Gulf of Mexico","Southern Atlantic coast and Gulf of Mexico","USA-NMFS-SATLCGM","Lutjanus analis","Mutton snapper",2013,413.9,2299.444444,0.18,1.13323850165955,0.977777777777778,5210,404,0.0775431861804223,0.216,5721.75359889408,413.89999992
"NEPHMEDGSA11","Norway lobster Sardinia","multinational","Mediterranean-Black Sea","Mediterranean Sea","Sardinia","multinational-GFCM-GSA11","Nephrops norvegicus","Norway lobster",2014,31.209084,118.8040205,0.262693837,0.652334825655164,1.58947368421053,77.5,17.2,0.221935483870968,0.3152326044,295.62242029056,31.2090839961717
"NEPHMEDGSA17-18","Norway lobster Adriatic Sea (GSA 17,18)","multinational","Mediterranean-Black Sea","Mediterranean Sea","Adriatic Sea (GSA 17,18)","multinational-GFCM-GSA17-18","Nephrops norvegicus","Norway lobster",2014,2162.891096,6355,0.340344783,0.402832415420928,1.39736842105263,2560,1360,0.53125,0.4084137396,15813.2736,2162.891095965
"NEPHMEDGSA5","Norway lobster Balearic Island","multinational","Mediterranean-Black Sea","Mediterranean Sea","Balearic Island","multinational-GFCM-GSA5","Nephrops norvegicus","Norway lobster",2013,23.49845123,72.11376094,0.325852527,0.999329593069442,1.68823529411765,72.0654153765681,9.7,0.134599931871813,0.3910230324,179.442113622221,23.4984512337729
"NEPHMEDGSA9","Norway lobster Ligurian and North Tyrrhenian Sea","multinational","Mediterranean-Black Sea","Mediterranean Sea","Ligurian and North Tyrrhenian Sea","multinational-GFCM-GSA9","Nephrops norvegicus","Norway lobster",2014,165.3617595,1112.722813,0.14861002,0.460132563130976,2.21052631578947,512,85.4,0.166796875,0.178332024,2768.81043004416,165.361759494386
"NROCKBSAI","Northern rockfish Bering Sea and Aleutian Islands","USA","US Alaska","East Bering Sea","Bering Sea and Aleutian Islands","USA-NMFS-BSAI","Sebastes polyspinis","Northern rockfish",2014,7602.189595,124714.0621,0.060956956,1.93483292777019,NA,220000,2340,0.0106363636363636,0.0731483472,310328.495004672,7602.18959601097
"NROCKGA","Northern rockfish Gulf of Alaska","USA","US Alaska","Gulf of Alaska","Gulf of Alaska","USA-NMFS-GA","Sebastes polyspinis","Northern rockfish",2014,4507.564513,70271.15145,0.064145306,1.57239125995507,NA,86800,4270,0.0491935483870968,0.0769743672,174857.111576064,4507.56451273259
"NRSOLEEBSAI","Northern rock sole Eastern Bering Sea and Aleutian Islands","USA","US Alaska","East Bering Sea","Eastern Bering Sea and Aleutian Islands","USA-NMFS-EBSAI","Lepidopsetta polyxystra","Northern rock sole",2014,107927.0529,619090.3687,0.174331662,2.43190661478599,NA,1370000,51900,0.0378832116788321,0.2091979944,1540494.94624358,107927.052903664
"NRSOLEGA","Northern rock sole Gulf of Alaska","USA","US Alaska","Gulf of Alaska","Gulf of Alaska","USA-NMFS-GA","Lepidopsetta polyxystra","Northern rock sole",2014,3400.454884,42050.06362,0.080866819,2.32596685082873,0.286651475581273,74200,1720,0.0231805929919137,0.0970401828,104634.014306918,3400.45488369703
"NZLINGESE","Ling Southeast Australia","Australia","Australia","Southeast Australian Shelf","Southeast Australia","Australia-AFMA-SE","Genypterus blacodes","Ling",2007,364.5858755,7583.020612,0.048079241,0.589565886995861,3.59344177358463,4260,736,0.172769953051643,0.0576950892,18868.9818492518,364.585875512316
"NZLINGLIN3-4","Ling New Zealand Areas LIN 3 and 4","New Zealand","New Zealand","New Zealand Shelf","New Zealand Areas LIN 3 and 4","New Zealand-MFish-LIN3-4","Genypterus blacodes","Ling",2014,6424,17362.16216,0.37,1.40775916961388,0.114297537504588,84889.8665232682,3590,0.0422900888766975,0.444,43202.6153459712,6423.9999992
"NZLINGLIN5-6","Ling New Zealand Areas LIN 5 and 6","New Zealand","New Zealand","New Zealand Shelf","New Zealand Areas LIN 5 and 6","New Zealand-MFish-LIN5-6","Genypterus blacodes","Ling",2014,23827,143693.0064,0.165818787,2.22903406354537,NA,320296.606052792,5780,0.0180457734823682,0.1989825444,357554.181685248,23827.0000216312
"NZLINGLIN6b","Ling New Zealand Areas LIN 6b","New Zealand","New Zealand","New Zealand Shelf","New Zealand Areas LIN 6b","New Zealand-MFish-LIN6b","Genypterus blacodes","Ling",2006,893.8449,4724.666825,0.189186864,2.18639106593499,0.222002728476962,9520,400,0.0420168067226891,0.2270242368,11756.482953984,893.844900066587
"NZLINGLIN72","Ling New Zealand Areas LIN 72","New Zealand","New Zealand","New Zealand Shelf","New Zealand Areas LIN 72","New Zealand-MFish-LIN72","Genypterus blacodes","Ling",2010,544.244,1876.703448,0.29,1.1687229415232,0.190249846937182,3987.49697762258,220,0.0551724556117828,0.348,4669.83872372736,544.24399992
"NZLINGLIN7WC","Ling New Zealand Areas LIN 7WC-WCSI","New Zealand","New Zealand","New Zealand Shelf","New Zealand Areas LIN 7WC-WCSI","New Zealand-MFish-LIN7WC-WCSI","Genypterus blacodes","Ling",2012,5150,30814.45834,0.167129337,1.56453540684635,NA,48210.311116652,2350,0.0487447590685284,0.2005552044,76676.2329765888,5149.99999237832
"NZLINGWSE","Ling Western half of Southeast Australia","Australia","Australia","South West Australian Shelf","Western half of Southeast Australia","Australia-AFMA-WSE","Genypterus blacodes","Ling",2007,1234.677882,7716.736764,0.16,1.08362147005865,0.374516752577319,7760,465,0.0599226804123711,0.192,19201.7104245965,1234.67788224
"NZSNAPNZ1BOP-HAGU","New Zealand snapper New Zealand SNA 1 Bay of Plenty and Hauraki Gulf","New Zealand","New Zealand","New Zealand Shelf","New Zealand SNA 1 Bay of Plenty and Hauraki Gulf","New Zealand-MFish-SNA1-BOP-HAGU","Pagrus auratus","New zealand snapper",2013,4427.848612,144935.9207,0.030550388,0.453954630663819,1.14425448000891,65794.3323490941,2300,0.0349574183350106,0.0366604656,360646.950196224,4427.84861252223
"NZSNAPNZ1ENLD","New Zealand snapper New Zealand SNA 1 east Northland","New Zealand","New Zealand","New Zealand Shelf","New Zealand SNA 1 east Northland","New Zealand-MFish-SNA-1-ENLD","Pagrus auratus","New zealand snapper",2013,1762.656372,33808.34668,0.052136722,0.567028351417571,1.7509172412772,19170.2910801317,1750,0.0912870854534765,0.0625640664,84125.9852107776,1762.65637213478
"NZSNAPNZ7","New Zealand snapper New Zealand SNA 7","New Zealand","New Zealand","New Zealand Shelf","New Zealand SNA 7","New Zealand-MFish-SNA-7","Pagrus auratus","New zealand snapper",2013,699,6430.486464,0.108700952,0.663031554494418,0.927,4263.61543664957,426,0.0999152025621614,0.1304411424,16001.1080781005,699.000000459914
"NZSNAPNZ8","New Zealand snapper New Zealand Area 8 (Auckland and Central West)","New Zealand","New Zealand","New Zealand Shelf","New Zealand Area 8 (Auckland and Central West)","New Zealand-MFish-8","Pagrus auratus","New zealand snapper",2005,2284.7076,37978.7689,0.060157495,0.353074416513298,3.90641265897126,8310,1950,0.234657039711191,0.072188994,94503.330229248,2284.70760020791
"OFLOUNECS","Japanese flounder East China Sea","Japan","Japan","East China Sea","East China Sea","Japan-FAJ-ECS","Paralichthys olivaceus","Japanese flounder",2013,1181.763806,7826.250371,0.151,0.332747193290951,2.4233814527754,3170,1160,0.365930599369085,0.1812,19474.2153231667,1181.763806021
"OFLOUNNSJ","Japanese flounder Sea of Japan North","Japan","Japan","Sea of Japan","Sea of Japan North","Japan-FAJ-NSJ","Paralichthys olivaceus","Japanese flounder",2013,1556.224123,7171.539737,0.217,0.233766233766234,2.06851971557854,2210,992,0.448868778280543,0.2604,17845.0857583718,1556.224122929
"OFLOUNPAC","Japanese flounder Pacific Ocean","Japan","Japan","Kuroshio Current","Pacific Ocean","Japan-FAJ-PAC","Paralichthys olivaceus","Japanese flounder",2012,2156.174,5146,0.419,1.39720171006607,0.388367561682396,7190,1170,0.162726008344924,0.5028,12804.89472,2156.174
"OFLOUNSETO","Japanese flounder Inland Sea of Japan","Japan","Japan","Kuroshio Current","Inland Sea of Japan","Japan-FAJ-SETO","Paralichthys olivaceus","Japanese flounder",2013,874.6563098,4012.184907,0.218,0.485370051635112,1.41208303386462,2170,668,0.307834101382488,0.2616,9983.59994778624,874.656309726
"OROUGHYCASCADE","Orange roughy Cascade Plateau","Australia","Australia","South West Australian Shelf","Cascade Plateau","Australia-AFMA-CASCADE","Hoplostethus atlanticus","Orange roughy",2006,1437.826013,39803.65216,0.036122967,1.85912588378925,0.620104101637055,74000,800,0.0108108108108108,0.0433475604,99044.2237427712,1437.82601345516
"OROUGHYCH","Orange roughy Chile","multinational","South America","Humboldt Current","Chile","multinational-SPRFMO-CHL","Hoplostethus atlanticus","Orange roughy",2011,222.4233527,18394.48646,0.012091849,1.99910152740341,0,23600,0,0,0.0145102188,45771.3685481472,222.423352706865
"OROUGHYESCR","Orange roughy East and South Chatham Rise","New Zealand","New Zealand","New Zealand Shelf","East and South Chatham Rise","New Zealand-MFish-ESCR","Hoplostethus atlanticus","Orange roughy",2014,8640,236226.1711,0.036575118,0.85,0.307951102641175,199737.664306839,3260,0.0163214084399823,0.0438901416,587806.306071552,8640.00008267069
"OROUGHYNWCR","Orange roughy Northwest Chatham Rise","New Zealand","New Zealand","New Zealand Shelf","Northwest Chatham Rise","New Zealand-MFish-NWCR","Hoplostethus atlanticus","Orange roughy",2014,1386,16052.44261,0.086342,1.04,0.06,63331.1847957127,116,0.00183164108447017,0.1036104,39943.6139953152,1385.99999983262
"OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau","New Zealand","New Zealand","New Zealand Shelf","New Zealand Challenger Plateau","New Zealand-MFish-NZ7A","Hoplostethus atlanticus","Orange roughy",2014,1848,20764.04494,0.089,1.15,0.21,93679.4090229333,539,0.00575366567340374,0.1068,51667.5883051008,1847.99999966
"OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast","New Zealand","New Zealand","New Zealand Shelf","New Zealand Mid East Coast","New Zealand-MFish-NZMEC","Hoplostethus atlanticus","Orange roughy",2014,2214,75756.05428,0.029225387,0.4,0.626010829538733,30758.0972280815,982,0.0319265523064754,0.0350704644,188505.30498601,2214.00000392601
"OROUGHYSE","Orange roughy Southeast Australia","Australia","Australia","South West Australian Shelf","Southeast Australia","Australia-AFMA-SE","Hoplostethus atlanticus","Orange roughy",2013,2191.690032,48443.67453,0.045242027,1.07945843337559,0.0630086380777731,80500,150,0.00186335403726708,0.0542904324,120543.36420649,2191.69003106547
"PACBTUNA","Pacific bluefin tuna Pacific Ocean","Multinational","Pacific Ocean","South Pacific Ocean","Pacific Ocean","multinational-ISC-PAC","Thunnus orientalis","Pacific bluefin tuna",2014,27398.70189,154415.5418,0.177434872,NA,NA,35800,17600,0.491620111731844,0.2129218464,384235.280971776,27398.7018940937
"PANCHPERUNC","Peruvian anchoveta North-Central Peruvian coast","Peru","South America","Humboldt Current","North-Central Peruvian coast","Peru-IMARPE-NC","Engraulis ringens","Peruvian anchoveta",2014,4183417.169,6660000,0.628140716,0.996996996996997,0.460337340249767,6640000,1920000,0.289156626506024,0.7537688592,16572211.2,4183417.16856
"PANDAL4RST","Northern shrimp Gulf of St. Lawrence","Canada","Canada East Coast","Labrador - Newfoundland","Gulf of St. Lawrence","Canada-DFO-4RST","Pandalus borealis","Northern shrimp",2011,42824.85055,113099.0028,0.378649232,1.0963845562748,0.730525456937428,124000,34300,0.276612903225806,0.4543790784,281426.510647296,42824.8505501859
"PANDALGOM","Northern shrimp Gulf of Maine","USA","US East Coast","Northeast U.S. Continental Shelf","Gulf of Maine","USA-NMFS-5Y","Pandalus borealis","Northern shrimp",2008,5369.742653,18129.68334,0.296185132,1.54994433565214,0.57396534002929,28100,4780,0.170106761565836,0.3554221584,45112.4536485888,5369.7426531761
"PANDALSFA13-15","Northern shrimp Eastern Scotian Shelf (SFA 13-15)","Canada","Canada East Coast","Scotian Shelf","Eastern Scotian Shelf (SFA 13-15)","Canada-DFO-SFA13-15","Pandalus borealis","Northern shrimp",2012,8751.52071,19575.10102,0.447074102,1.43038853139977,0.335514849392909,28000,3650,0.130357142857143,0.5364889224,48709.1153700864,8751.52071007578
"PANDALSFA2-3","Northern shrimp Shrimp Fishing Areas 2-3","Canada","Canada East Coast","Canadian Eastern Arctic -West Greenland","Shrimp Fishing Areas 2-3","Canada-DFO-SFA2-3","Pandalus borealis","Northern shrimp",2014,33832.84841,42388.31903,0.798164428,1.70329943843494,0.100993498901643,72200,5820,0.0806094182825485,0.9577973136,105475.70200873,33832.8484124615
"PANDALSFA4","Northern shrimp Shrimp Fishing Area 4","Canada","Canada East Coast","Labrador - Newfoundland","Shrimp Fishing Area 4","Canada-DFO-SFA4","Pandalus borealis","Northern shrimp",2012,57628.27018,86123.9382,0.669131851,2.48479115647315,0.091484141996146,214000,13100,0.061214953271028,0.8029582212,214303.917901824,57628.2701831756
"PANDALSFA6","Northern shrimp Shrimp Fishing Area 6","Canada","Canada East Coast","Labrador - Newfoundland","Shrimp Fishing Area 6","Canada-DFO-SFA6","Pandalus borealis","Northern shrimp",2012,75441.80205,380604.6738,0.198215648,1.03782225282805,0.651381085970735,395000,51000,0.129113924050633,0.2378587776,947066.221910016,75441.8020490956
"PANDALSMA14","Ocean shrimp Shrimp Management Area 14","Canada","Canada West Coast","Gulf of Alaska","Shrimp Management Area 14","Canada-DFO-SMA-14","Pandalus jordani","Ocean shrimp",2010,170.1596347,274.905759,0.618974427,1.53143390495504,0.229864561166481,421,59.9,0.142280285035629,0.7427693124,684.05349823488,170.159634656025
"PANDALSMA16","Ocean shrimp Shrimp Management Area 16","Canada","Canada West Coast","Gulf of Alaska","Shrimp Management Area 16","Canada-DFO-SMA-16","Pandalus jordani","Ocean shrimp",2010,58.48743119,115.1387813,0.507973339,0.981424318758184,0.625424782469239,113,35.9,0.317699115044248,0.6095680068,286.502132284416,58.4874311853518
"PANDALSMA18-19","Ocean shrimp Shrimp Management Areas 18 and 19","Canada","Canada West Coast","Gulf of Alaska","Shrimp Management Areas 18 and 19","Canada-DFO-SMA-18-19","Pandalus jordani","Ocean shrimp",2011,163.7737685,223.8893447,0.731494251,0.248336963398151,0,55.6,0,0,0.8777931012,557.108334203904,163.773768508207
"PANDALSMAFR","Ocean shrimp Shrimp Management Area FR","Canada","Canada West Coast","Gulf of Alaska","Shrimp Management Area FR","Canada-DFO-SMA-FR","Pandalus jordani","Ocean shrimp",2010,151.1837814,226.3522743,0.667913684,1.27677091336387,0.374040831329003,289,72.2,0.249826989619377,0.8014964208,563.236891186176,151.183781409492
"PANDALSMAGTSE","Ocean shrimp Shrimp Management Area GTSE","Canada","Canada West Coast","Gulf of Alaska","Shrimp Management Area GTSE","Canada-DFO-SMA-GTSE","Pandalus jordani","Ocean shrimp",2010,132.1030471,229.5555725,0.575473057,1.63359136054081,0.255789559927217,375,55.2,0.1472,0.6905676684,571.2077221632,132.10304705796
"PANDALSMAPRD","Ocean shrimp Shrimp Management Area PRD","Canada","Canada West Coast","Gulf of Alaska","Shrimp Management Area PRD","Canada-DFO-SMA-PRD","Pandalus jordani","Ocean shrimp",2010,415.6878955,650.5537136,0.638975517,1.7677249025852,0.0353827260210565,1150,26,0.0226086956521739,0.7667706204,1618.78581662515,415.68789548383
"PATGRENADIERCH","Patagonian grenadier Central-Southern Chile","Chile","South America","Humboldt Current","Central-Southern Chile","Chile-SUBPESCA-CH-CS","Macruronus magellanicus","Patagonian grenadier",2014,114269.9457,876073.886,0.130434142,0.369098712446352,1.15000564806107,376000,39100,0.103989361702128,0.1565209704,2179952.17201152,114269.945649016
"PATGRENADIERSARG","Patagonian grenadier Southern Argentina","Argentina","South America","Patagonian Shelf","Southern Argentina","Argentina-CFP-ARG-S","Macruronus magellanicus","Patagonian grenadier",2014,90271.74387,584134.9166,0.154539202,0.632615720014015,1.12121212121212,418000,72600,0.173684210526316,0.1854470424,1453514.59567411,90271.7438717005
"PAUANPAU5A","Paua NZ Area North PAUA 5A","New Zealand","New Zealand","New Zealand Shelf","NZ Area North PAUA 5A","New Zealand-MFish-NPAU5A","Haliotis iris","Paua",2014,73,187.1794872,0.39,1.16222760290557,0.4,546.014044819636,64.4,0.117945684018573,0.468,465.762461589504,73.000000008
"PAUAPAU5B","Paua New Zealand Area PAU 5B (Stewart Island)","New Zealand","New Zealand","New Zealand Shelf","New Zealand Area PAU 5B (Stewart Island)","New Zealand-MFish-PAU5B","Haliotis iris","Paua",2013,190,283.5820896,0.67,1.18092691622103,0.29,1511.91761491863,101,0.0668025817037893,0.804,705.642985193472,190.000000032
